Gender,RFCM,Time,Influence,Du lịch,Thể thao điện tử,Phim ảnh,Âm nhạc,Thời trang,Đọc sánh,Hội họa - mỹ thuật,Thể thao,Chụp ảnh,chơi game,Biên tập viên,phóng viên,Viết,dancing,Uống trà sữa cùng hội chị em.,Maths_score,Physics_score,Chemistry_score,English_score,Literature_score,History_score,Geography_score,Major
1,1,4.0,3.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,7.444144000249091,7.191174776695888,7.400383025644222,7.515460251085118,7.369741311029757,7.523005422366536,Ngôn ngữ anh
1,0,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.591732966723939,8.526967232175743,8.284944721282404,8.24101480612403,8.569668435280992,8.506663779862931,Khoa học môi trường
0,2,2.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.25,5.5915083755041595,7.15977148599635,6.00340275750014,8.361169094200699,7.207895576474635,7.298256728313963,Kế toán
0,2,4.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.5,8.602954317543269,8.43045053436021,7.280728078122685,8.681810672910382,7.144385988806182,7.154174891536204,Marketing
1,0,4.0,4.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,8.5,6.9804280287885705,8.424441868684086,6.972754829912793,7.349155058094202,7.2588957902924145,8.267989368478771,Công nghệ chế biến thủy sản
1,1,3.0,3.0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,8.5,8.548438570539915,7.3624001698237995,8.495501720934268,9.759599576962994,9.351345891724941,8.583773451962912,Tài chính ngân hàng
1,0,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,8.43148181635129,8.302370102182122,7.521875432084041,7.484643799840699,7.183235896327106,7.443714808859118,Công nghệ phần mềm
0,1,3.0,3.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,8.5,8.466215906605674,8.470030494298967,5.918031322735276,6.95094261094331,8.726184107539448,9.600430485037702,Vật Lý kĩ thuật
1,0,4.0,3.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2.5,6.024104667430884,2.5900763324094984,5.606850858179316,7.093441451691101,5.891311186542099,7.42195473322597,Công nghệ thông tin
1,1,3.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.451194365283689,9.273247351018627,9.512358722555422,8.53676999964178,8.723872526013631,6.9671504390174,Truyền thông mạng máy tính
1,1,5.0,1.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,7.25,5.791243329224072,6.977162794529679,7.296453823025911,8.563477147573987,8.496932580274946,7.120789858833919,Quản trị kinh doanh
1,3,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.79339011738425,7.35648692230753,8.416899667505012,7.076604177369392,7.1618722667777295,7.2034301137941075,Hệ thống thông tin
1,0,4.0,1.0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,7.25,7.076605233148121,7.214078268902033,8.788526120550516,8.524274972667227,9.214885936726455,8.22626816440145,Văn học
1,1,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,8.206258430008488,8.680097913572727,8.392767557246536,8.727749489703864,8.444674459886913,8.454760433883942,Quản trị kinh doanh
0,2,3.0,2.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,7.25,7.935484858941535,8.513476848690313,7.355983582139557,5.992852988917527,7.472924622999207,9.576671371813173,Truyền thông mạng máy tính
1,1,5.0,3.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5.75,7.404169984740969,7.452527084187541,2.776502876003456,2.5183842000886654,7.757335258099794,5.470649303279268,Truyền thông mạng máy tính
1,3,3.0,3.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,7.25,8.759966794768479,9.320245705926581,7.005467187324717,9.491886167404926,9.685220014021313,9.318689436554033,Khoa học xã hội và nhân văn
0,1,1.0,3.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7.907865168539326,7.820387507459439,7.439178612141047,7.2652660196250345,7.239363130316822,7.4096347562311875,7.9647102114297414,Công nghệ thông tin
1,2,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.403210426057656,7.131387138687246,8.222207736886933,8.45782807849776,8.209837923791127,8.378486828928285,Tài chính ngân hàng
1,3,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,8.373366587482343,8.404923284711984,7.019852367480842,7.442139226905291,7.362094528085206,7.2651658441805544,Nuôi trồng thủy sản
1,1,5.0,3.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,7.25,7.214267825506904,7.504957590942316,7.1834176665921285,8.559956931546061,8.796625910966258,8.66814570959419,Khoa học xã hội và nhân văn
1,1,3.0,2.0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,7.907865168539326,6.047592243279957,2.4946716538020492,6.012719801632072,5.5108121117515765,6.030098912802709,7.371370481137608,Công nghệ phần mềm
1,2,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,8.235007823006427,9.74342183413431,9.682141347155017,7.4569969750850635,7.342184521110468,7.136118880238186,Y đa khoa
1,0,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,8.567890225129057,8.51549864712467,8.388913708690838,6.974449329470527,7.3488815165935755,7.503616741701816,Marketing
1,3,3.0,3.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,8.5,8.589758114601704,7.492503716665808,8.693304921251908,5.782790602823729,8.617270143157716,8.584382099826465,Truyền thông mạng máy tính
0,2,3.0,3.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,7.25,8.711650768764843,7.240722083271669,8.455548506726487,8.221877907272484,8.40654162322977,5.562271672592614,Khoa học máy tính
0,2,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.471516375399038,7.370970321162149,7.000753222840427,7.299221551192403,7.400705316466739,7.482488218028414,Tin học ứng dụng
0,0,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.25,7.425446972773377,7.132509564639496,7.17936141711306,7.515462605588867,7.545004540745724,7.157777490675818,Quản trị kinh doanh
0,2,2.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,7.219209198604588,7.377704637650254,7.320785724660095,7.075676942844973,5.951745243199343,8.72953574977333,Quản lý đất đai
1,3,3.0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.5,9.404196383629612,9.611700869132484,7.500306811004375,8.222643184174844,8.510806458631544,8.519962731655548,Tin học ứng dụng
0,3,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.08369802585172,8.212587977140844,7.3822430286835825,7.374567878029859,7.432909329423401,7.168329138536048,Hóa học
1,1,4.0,5.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,8.5,8.21192984195931,8.303847560218362,8.273316802343189,8.656637480480665,8.772922057052169,8.722039089277104,Luật
0,1,3.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.25,8.210212259446877,7.438378433223224,8.74702432261246,8.234826470909743,9.761536883029544,7.1941247949731535,Sư phạm địa
0,2,4.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.25,7.265162888475001,7.200492200892797,8.595719395999218,8.366422347146928,6.974986069321915,8.652565897224411,Việt Nam học
1,2,4.0,4.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8.5,8.55298494894214,8.798200301626297,8.368786731032513,8.769552385029053,8.685764482032347,8.486774266490933,Kinh doanh thương mại
0,0,4.0,5.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5.75,7.47613100768525,7.50013957073154,8.575952298964589,7.534028217838458,5.826685009296153,7.428639507049616,Quản lý đất đai
0,1,2.0,3.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,9.5,9.54124208889931,8.54421478871014,7.3648151906187636,5.704443523965354,7.3650225613064,8.284146229517315,Vật Lý kĩ thuật
1,0,4.0,4.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.25,8.292859292789423,8.792655177251214,7.402285615761401,7.543599529151836,6.984608640372041,6.995217536636549,Truyền thông mạng máy tính
1,3,3.0,4.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7.25,7.44080035849452,5.876098209070789,7.495088177042999,7.1099248681299345,5.928958385018099,5.487294144497397,Tin học ứng dụng
0,1,4.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.25,7.206433869115848,6.95565767023543,8.482334598809391,8.55327591220739,8.295196792664047,8.5703275004866,Văn học
1,5,3.0,3.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,8.5,8.220756280355674,8.413704959236743,9.617176815693568,9.509854404666148,9.492937145005135,6.9912454677990326,Công nghệ phần mềm
0,1,3.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,9.523019866652293,8.324896562807275,5.532718963134582,7.06385431637069,7.288361731083059,8.799396545321054,Xây dựng
0,0,3.0,5.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,7.25,8.341557393494652,7.4597140631376515,7.027369225095158,5.906042321490759,7.110166839155009,7.141453970087594,Mỹ thuật đa phương tiện
0,5,4.0,4.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,8.5,9.25433932866643,9.678613068376231,7.4622800085125975,6.023395121283394,7.446966438740701,8.69143663964314,Nông học
0,3,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,8.441970120443456,7.171830838923955,7.3512536876947125,7.106133380674525,7.0510625519892125,7.026574797188452,Khoa học máy tính
1,2,3.0,3.0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,2.5,6.0333269970593175,7.145413173610592,9.624207374259251,5.613981455640002,5.576351967211524,6.043811327451337,Khoa học xã hội và nhân văn
0,0,5.0,4.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,8.5,7.1912114150818445,8.625572885542752,7.300735304252658,7.443852611630428,7.185630879786584,7.3929010535963835,Công nghệ thực phẩm
1,1,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,8.225936725178956,8.444618106536684,8.281023912640855,7.18310387923444,7.011540237427743,7.4811768888109755,Tin học ứng dụng
1,1,5.0,3.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,7.25,2.259363539300513,7.593282488587637,5.705377912036658,2.699360865671367,7.103304867951379,5.795475011880757,Truyền thông mạng máy tính
0,1,5.0,3.0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,5.75,5.776650837257359,2.4024227397465356,5.8653380931891315,7.258520420268514,2.291505942309405,5.9837519591650485,Hệ thống thông tin
1,1,3.0,4.0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,7.25,8.54494355669692,5.59395573601497,2.3495766535217983,7.436759644090654,5.706011921239295,5.660711211687462,Sư phạm
0,1,3.0,3.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,8.458207988491958,8.541250154627104,5.817512855471428,2.381494925516002,7.456497354438603,8.501034759836319,Điều Khiển tự động hóa
1,3,5.0,2.0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,9.5,7.568089792423695,8.203928190921566,9.613791230700606,8.397459581474786,8.765429526681283,8.458513868327573,Tin học ứng dụng
0,3,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.47280631053076,8.333641190899424,7.457348470139182,7.307402122802076,7.405853068452478,7.144302192937524,Công nghệ thông tin
0,1,3.0,3.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,7.127974863283883,7.516025054078215,9.76787756369233,8.593559885097614,8.629539586433085,8.359183129322492,Kỹ Thuật điện - điện tử
1,1,3.0,3.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7.25,8.309334476843766,8.551504823205516,8.32060802708492,9.584128487412903,7.083474471544487,6.019168160580068,Truyền thông mạng máy tính
0,1,3.0,3.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,9.5,9.776596244222741,8.284266046655274,7.4836950810711045,5.700027427281764,5.788118366694382,6.973232931039784,Công nghệ thông tin
0,1,3.0,3.0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,8.5,7.16144817207233,8.777321726962853,8.711732853823387,8.40696511633058,8.696625688864698,8.285354324509129,Quản trị kinh doanh
0,2,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9.5,8.525361174657743,9.272685452226927,7.40013616502853,7.201194974895809,7.157592206748255,7.472328759739493,Y đa khoa
1,0,3.0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9.5,8.413683404713012,9.726564287437922,9.593011828578826,8.227842280243442,9.639692169090765,9.294956332708372,Công nghệ thông tin
0,3,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,8.714339718427084,7.27330827866776,7.132166016103678,7.016112798637971,7.212738644273351,6.953025549213239,Cơ khí
0,1,4.0,4.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,8.5,9.727251323452535,8.430524225490991,7.152915778751685,6.979752985703692,8.352582797163327,8.43785192602408,Xây dựng
1,3,4.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.773415894835903,8.26741115927026,8.74976016765516,8.762114171701617,8.422788090196558,8.38594620837463,Kế toán
1,1,3.0,2.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,2.6697629303953305,5.528583720238689,2.6985884475984787,5.579914908104809,7.0588840450831185,7.41119126228774,Truyền thông mạng máy tính
1,2,3.0,3.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7.25,5.851146954546047,8.456174737447588,8.4944284371181,8.404577650897528,9.48320750768811,8.606250931261133,Kinh tế nông nghiệp
0,0,5.0,4.0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,8.5,9.310585449766434,8.71790662469967,8.604176504713196,7.072281185324421,9.676118302625374,9.48767339012562,Quản trị kinh doanh
1,0,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.25,7.274182623849429,7.034291585366695,8.41228027806581,7.224969313203055,7.368255832105871,7.327627772769153,Tin học ứng dụng
1,2,4.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.7414560760618,8.553047313265429,7.103647164381112,7.361008462443932,7.502924741407501,7.156312138117692,Bảo vệ thực vật
1,0,3.0,5.0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,7.25,8.447428054245963,8.220025965947121,7.431918144426655,7.013796838596554,8.549265559873819,7.446017822005325,Quản trị kinh doanh
0,0,2.0,4.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,9.5,9.639668571081128,9.674451280879866,8.518663794121082,8.663669337857316,8.707131500948726,8.785123080729274,Công nghệ phần mềm
1,0,4.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.317083146919671,8.78093003535067,8.727290617827666,8.29006815533663,7.114478487965981,7.296066261772408,Hệ thống thông tin
1,2,3.0,3.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,8.292613613828314,8.539256341588256,8.718260109960086,8.502048330644635,8.610727862063634,8.27460107343211,Truyền thông mạng máy tính
0,1,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.25,7.268772018012696,7.47580322798459,8.348860762419994,8.643326997299766,8.76991555017734,8.752090883822234,Quản trị khách sạn
1,1,4.0,1.0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,7.25,8.79521555397236,5.9887690396222775,8.28797145390839,7.357115845341617,7.779755948433423,5.6684331312527245,Công nghệ phần mềm
1,1,4.0,3.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,9.5,8.757422191494188,8.544540516556573,8.593008594062628,8.63228787088524,9.735525498524787,9.245626797890802,Kinh tế nông nghiệp
0,4,2.0,4.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,7.25,6.988133211557946,7.480100738219882,5.458125698377284,7.447350394896889,8.451007662632845,8.420268700058617,Hệ thống thông tin
0,3,3.0,5.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8.5,8.566422050210692,8.359288547108388,9.736376893069682,8.265796445939626,9.244615144388685,9.531506143548079,Công nghệ thông tin
1,2,4.0,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.5,7.232102134141912,8.521010823217095,7.242648661473426,7.111034753517414,7.492419735776582,8.685996319948762,Hóa học
1,0,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.028444839409512,8.318521576507209,7.28357393208139,7.180627594159697,6.988818429406135,7.163745083038875,Kinh tế nông nghiệp
0,1,3.0,4.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,9.61878693652126,8.300031910188398,7.3083728456392745,7.017601379938161,8.651803897064445,9.753100357618143,Xây dựng
0,1,4.0,4.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,9.5,9.524008837127845,9.573434490143635,6.952192366511734,7.269981297317566,8.268927690086295,9.57574479687782,Sư phạm toán
0,0,3.0,3.0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,8.5,7.2804525935787,8.230988060592125,7.415578981305607,8.278262595752915,9.658027531611665,9.618581595969237,Tin học ứng dụng
1,0,4.0,4.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,7.525431298071993,8.37180147133388,8.59483322823948,8.21809324320827,9.484602419515895,9.639302986880349,Tài chính ngân hàng
0,3,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,7.529655553731183,8.368729251371894,7.1495762636826585,7.293299384392532,7.368517051510281,7.4789944890348545,Khoa học máy tính
0,1,3.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.5,7.384260711845588,8.600836537431066,7.104036722969353,8.592366101777563,8.779966946022709,9.602652536528243,Công nghệ phần mềm
0,3,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.63128086093711,8.347639595187863,7.526195320088595,7.21759340112215,7.368951197183627,7.164589003814221,Răng hàm mặt
1,3,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,8.229454786151026,8.31118009151034,8.428775272040529,8.693294435907582,8.754045190816113,7.075010613735881,Kinh doanh quốc tế
1,2,4.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.5,7.044724279202897,8.774943156531348,7.1086393475219305,6.995999947297051,7.156498554836213,7.309053890525176,Điều dưỡng
1,3,4.0,3.0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,7.25,2.5145435562205303,6.015481515871211,7.130291854825848,5.466139297493754,2.3849705618914405,2.641515062295292,Hệ thống thông tin
0,2,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,8.417931650547121,8.231608924178715,8.475504607521406,7.145040419801181,7.240812804654222,7.006967416762966,Tài chính ngân hàng
1,2,4.0,4.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8.5,8.321806979215767,8.689151754970593,8.431409060512339,8.214495286317275,8.52604195386444,8.484737849810701,Quản trị kinh doanh
1,2,3.0,2.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7.25,8.302406128842335,8.284945716942266,7.215018094478534,8.583729236071967,7.008450129006262,7.207278437254152,Tài chính ngân hàng
1,3,1.0,5.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2.5,2.76042054822909,2.407562422133408,2.7804660866512685,7.012361195180276,7.447002103293482,8.355810553797161,Luật
0,0,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,8.482887319100957,8.713379356350112,7.46773489226983,7.396005231768561,7.441059203620366,7.442319251685637,Toán ứng dụng
0,3,4.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,8.588359770354113,8.37950020890093,7.395767808465124,7.308230524358946,7.484653592194299,7.226990046426537,Toán ứng dụng
0,1,4.0,4.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.25,7.423191062148693,7.515928356161753,8.33817219352316,8.518758580493795,8.651760140255021,7.061726649570236,Ngôn ngữ anh
0,2,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,7.085983553399256,8.522857075326607,8.333905586677204,7.539448676375125,7.447567939993145,7.209027432529064,Y học cổ truyền
0,0,3.0,4.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8.5,8.7277985499753,8.522375570846375,6.958639088754529,7.510011148419623,9.632610290876853,9.781367417856172,Khoa học máy tính
0,3,4.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7.25,7.530967733278943,7.015977568481965,7.247632875651333,7.260992782123742,7.5226537786624315,7.146836529849591,Quản trị kinh doanh
0,0,4.0,4.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,7.4892159607388455,7.192609582869131,7.023001845461451,5.844247342990278,7.549690373803043,7.121020868918369,Dược sĩ
0,3,1.0,2.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,8.0,8.534771919671071,7.021483194924497,7.471561811193382,5.517989625483484,7.128264214128099,8.276082718306291,Tin học ứng dụng
0,0,3.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9.5,8.691575376791583,9.743755214808852,9.664084855578176,8.234792591526931,8.372938798756389,8.324743713242155,Công nghệ thông tin
0,0,4.0,5.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.5,8.694513574424839,8.384364220541142,9.672084794053358,8.784259283222571,8.348839644694753,6.97113086103849,Y học dự phòng
0,0,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.5,7.549135171428788,8.239700706846266,7.2962353468752195,6.975145629111,7.104372087622298,7.238195803268871,Hóa học
0,3,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,8.448080939652357,7.327445714417793,8.75709405771807,7.257670860223117,7.499884292590243,7.102586065806201,Công nghệ thông tin
0,3,4.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,8.706758974319413,7.454054367721377,7.113502506665232,5.703563789938316,7.452906794729601,7.497568586183278,Công nghệ thông tin
1,1,2.0,5.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8.5,7.481129788584768,8.446569431627037,7.474687402764852,7.038448998302241,5.906776258785133,5.639438208373022,Y đa khoa
0,2,4.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.25,7.227876647718221,7.1659583884505444,7.132332069617821,7.472672556924121,7.511979191231525,8.641808427050146,Nuôi trồng thủy sản
1,0,3.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,8.5,7.192506066393171,8.272437497425118,7.615145340184656,5.989733018511329,8.31866944039948,8.434975764697963,Quản trị kinh doanh
1,0,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.25,7.060151499943824,7.184307415591342,7.471072006619978,8.689902855471459,8.21519074784612,8.56958008642082,Triết học
1,1,4.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.5,8.512113201498494,8.76755995878096,7.196069439485255,7.306282566782865,7.401462047370427,8.257732907961644,Nông học
0,2,4.0,3.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,8.5,8.562844718767561,7.6926556505830455,8.788142174134716,8.375130726647093,9.455812525218715,9.300497512264988,Công nghệ phần mềm
1,0,4.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.5,7.1540806897461,8.57192723707341,8.67207060498658,8.521281845700027,8.589554916073775,8.725780554707017,Sư phạm hóa học
